,sent0,sent1,label,PP,not_making_sense
975,I cooked the chicken in the refrigerator.,I cooked the chicken in the oven last night.,0,1593635.5489718046,0.0
976,she likes to sit on babies from time to time,she likes to babysit from time to time,0,547110.025546734,0.0
977,The assistant entered the purchase order into the company system.,The order entered a system by the assistant.,1,5288290.890973424,0.0
978,Volcanoes produce snowballs when they erupt.,Volcanoes create lava which is created through high heat temperature.,0,651650.2678776016,0.0
979,Joey likes to eat poison,Joey likes to eat fruits,0,9215786.095622879,1.0
980,The dog was clean after playing in the mud.,The dog got dirty when she played in the mud.,0,4749629.23853887,1.0
981,Garry washed his clothes yesterday,humans use gas to wash their clothes,1,2539111.9288375867,0.0
982,Knives hurt children.,Knives heal children.,1,10770544.36088062,0.0
983,There is a car engine on an airplane,A car runs on roads,0,5227039.335914866,1.0
984,Racism is over,Racism is hurtful,0,45241153.22677467,1.0
985,I took notes during class.,I took home the gold during class.,1,1119892.61860213,0.0
986,at night it's easy to find the moon,at night it's easy to find sun,1,1476837.9182551762,0.0
987,He returned five books to the library,He returned five octopus to the library,1,908484.3737485147,0.0
988,snakes can eat rats,rats can eat snakes,1,8354784.739813304,0.0
989,she wants to drink some water because she is thirsty,she wants to drink some water because she is full,1,1632211.8640782284,0.0
990,I bought a car in the book store,I bought a history book in the book store,0,7769170.95816119,1.0
991,people behave badly if they are angry,people behave softly if they are angry,1,3148130.599267725,1.0
992,all films are real life,a scene is part of a film,0,788727.7619611919,0.0
993,I have both a car and a bike,my car is smaller than my bike,1,40877979.03188786,1.0
994,He played a game with children,He played a game with fairies,1,8437361.495410502,1.0
995,"If it had rained, you would got wet.","If it is a sunny day, you would got wet.",1,9372168.721576016,0.0
996,ice hockey is a sport,ice hockey is a financial institution,1,1308234.9431019265,1.0
997,He put water without a container in the freezer for 24 hours,He put a watermelon in the freezer for 24 hours,0,7603955.675287233,0.0
998,The desert has sand that you can drink.,"The desert is very dry, so bring water when you go.",0,6180810.870231328,1.0
999,My friend runs for 2 inches every day.,My friend runs for 2 miles every day.,0,14091017.931421323,0.0
