,sent0,sent1,label,PP,not_making_sense
979,Joey likes to eat poison,Joey likes to eat fruits,0,322.4366112990862,0.0
980,The dog was clean after playing in the mud.,The dog got dirty when she played in the mud.,0,201.626790929698,1.0
981,Garry washed his clothes yesterday,humans use gas to wash their clothes,1,332.1280324597021,0.0
982,Knives hurt children.,Knives heal children.,1,6813.050931608619,1.0
983,There is a car engine on an airplane,A car runs on roads,0,1762.277654674154,1.0
984,Racism is over,Racism is hurtful,0,272.86816375692257,0.0
985,I took notes during class.,I took home the gold during class.,1,332.5508351415245,0.0
986,at night it's easy to find the moon,at night it's easy to find sun,1,320.8310159952984,1.0
987,He returned five books to the library,He returned five octopus to the library,1,923.6091940238834,1.0
988,snakes can eat rats,rats can eat snakes,1,2362.4255219218935,0.0
989,she wants to drink some water because she is thirsty,she wants to drink some water because she is full,1,122.35127487261198,1.0
990,I bought a car in the book store,I bought a history book in the book store,0,168.04828782970185,0.0
991,people behave badly if they are angry,people behave softly if they are angry,1,876.6712869552795,1.0
992,all films are real life,a scene is part of a film,0,167.61029897554417,0.0
993,I have both a car and a bike,my car is smaller than my bike,1,227.03195756448622,1.0
994,He played a game with children,He played a game with fairies,1,480.1877483395704,0.0
995,"If it had rained, you would got wet.","If it is a sunny day, you would got wet.",1,106.98605488300318,0.0
996,ice hockey is a sport,ice hockey is a financial institution,1,430.2134425788249,1.0
997,He put water without a container in the freezer for 24 hours,He put a watermelon in the freezer for 24 hours,0,49.756315185539876,0.0
998,The desert has sand that you can drink.,"The desert is very dry, so bring water when you go.",0,99.26614202132544,0.0
999,My friend runs for 2 inches every day.,My friend runs for 2 miles every day.,0,226.46755730989548,0.0
